,Latinsk_navn,Norsk_navn,Total,Input,Unnamed: 4,taxonID,scientificNameID,scientificName,scientificNameAuthorship,taxonRank,acceptedNameUsageID,acceptedNameUsage,kingdom,phylum,class,order,family,genus,subgenus,specificEpithet,infraspecificEpithet,higherClassification,vernacularName (nb),vernacularName (nn),dynamicProperty,gbif_taxon_id
327,Cladonia subfurcata,fjellgaffellav,1,Cladonia subfurcata,,45286,69313,Cladonia subfurcata,(Nyl.) Arnold,species,,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Lecanorales Cladoniaceae Cladonia,fjellgaffellav,,,3391629
328,Cladonia uncialis,pigglav,12,Cladonia uncialis,,104587,69348,Cladonia uncialis,(L.) Wigg.,species,,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Lecanorales Cladoniaceae Cladonia,pigglav,,,6606867
329,Cladopodiella fluitans,myrsnutemose,4,Cladopodiella fluitans,,65078,105118,Cladopodiella fluitans,(Nees) H.Buch.,species,,,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Cephaloziaceae,Cladopodiella,,,,Plantae Marchantiophyta Jungermanniopsida Jungermanniales Cephaloziaceae Cladopodiella,myrsnutemose,myrsnutemose,,
330,Climacium dendroides,palmemose,6,Climacium dendroides,,64580,104620,Climacium dendroides,(Hedw.) F.Weber & D.Mohr,species,,,Plantae,Bryophyta,Bryopsida,Hypnales,Climaciaceae,Climacium,,,,Plantae Bryophyta Bryopsida Hypnales Climaciaceae Climacium,palmemose,palmemose,,2678415
331,Clinopodium vulgare,kransmynte,4,Clinopodium vulgare,,131882,102280,Clinopodium vulgare,L.,species,,,Plantae,Magnoliophyta,Eudicots,Lamiales,Lamiaceae,Clinopodium,,,,Plantae Magnoliophyta Eudicots Lamiales Lamiaceae Clinopodium,kransmynte,kransmynte,,2926945
332,Clitopaxillus alexandri,pluggtraktsopp,1,Clitopaxillus alexandri,,147880,174047,Clitopaxillus alexandri,"(Gillet) G. Moreno, Vizzini, Consiglio & P. Alvarado",species,,,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pseudoclitocybaceae,Clitopaxillus,,,,Fungi Basidiomycota Agaricomycotina Agaricomycetes Agaricomycetidae Agaricales Pseudoclitocybaceae Clitopaxillus,pluggtraktsopp,pluggtrektsopp,,
333,Cochlearia officinalis,skjørbuksurt,8,Cochlearia officinalis,,61121,101161,Cochlearia officinalis,L.,species,,,Plantae,Magnoliophyta,Eudicots,Brassicales,Brassicaceae,Cochlearia,,,,Plantae Magnoliophyta Eudicots Brassicales Brassicaceae Cochlearia,skjørbuksurt,skjørbuksurt,,5373276
334,Coeloglossum viride,grønnkurle,7,Coeloglossum viride,,131907,99489,Coeloglossum viride,(L.) Hartm.,species,,,Plantae,Magnoliophyta,Monocots,Asparagales,Orchidaceae,Coeloglossum,,,,Plantae Magnoliophyta Monocots Asparagales Orchidaceae Coeloglossum,grønnkurle,grønkurle,,5313015
335,Collema flaccidum,skjellglye,2,Collema flaccidum,,53947,77974,Collema flaccidum,(Ach.) Ach.,species,,,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Collemataceae,Collema,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Peltigerales Collemataceae Collema,skjellglye,,,5260557
336,Cololejeunea calcarea,spindelmose,1,Cololejeunea calcarea,,65200,105240,Cololejeunea calcarea,(Lib.) Schiffn.,species,,,Plantae,Marchantiophyta,Jungermanniopsida,Porellales,Lejeuneaceae,Cololejeunea,,,,Plantae Marchantiophyta Jungermanniopsida Porellales Lejeuneaceae Cololejeunea,spindelmose,spindelmose,,2688781
337,Comarum palustre,myrhatt,7,Comarum palustre,,131930,103267,Comarum palustre,L.,species,,,Plantae,Magnoliophyta,Eudicots,Rosales,Rosaceae,Comarum,,,,Plantae Magnoliophyta Eudicots Rosales Rosaceae Comarum,myrhatt,myrhatt,,3020532
338,Comastoma tenellum,småsøte,1,Comastoma tenellum,,131933,102176,Comastoma tenellum,(Rottb.) Toyok.,species,,,Plantae,Magnoliophyta,Eudicots,Gentianales,Gentianaceae,Comastoma,,,,Plantae Magnoliophyta Eudicots Gentianales Gentianaceae Comastoma,småsøte,småsøte,,3840575
339,Conocephalum salebrosum,bergkrokodillemose,1,Conocephalum salebrosum,,65399,105439,Conocephalum salebrosum,Szweykowski et al.,species,,,Plantae,Marchantiophyta,Marchantiopsida,Marchantiales,Conocephalaceae,Conocephalum,,,,Plantae Marchantiophyta Marchantiopsida Marchantiales Conocephalaceae Conocephalum,bergkrokodillemose,bergkrokodillemose,,2688561
340,Conostomum tetragonum,hjelmmose,4,Conostomum tetragonum,,63973,104013,Conostomum tetragonum,(Hedw.) Lindb.,species,,,Plantae,Bryophyta,Bryopsida,Bartramiales,Bartramiaceae,Conostomum,,,,Plantae Bryophyta Bryopsida Bartramiales Bartramiaceae Conostomum,hjelmmose,hjelmmose,,2676061
341,Convallaria majalis,liljekonvall,14,Convallaria majalis,,59512,99552,Convallaria majalis,L.,species,,,Plantae,Magnoliophyta,Monocots,Asparagales,Asparagaceae,Convallaria,,,,Plantae Magnoliophyta Monocots Asparagales Asparagaceae Convallaria,liljekonvall,liljekonvall,,2767973
342,Corallorhiza trifida,korallrot,2,Corallorhiza trifida,,131984,99493,Corallorhiza trifida,Châtel.,species,,,Plantae,Magnoliophyta,Monocots,Asparagales,Orchidaceae,Corallorhiza,,,,Plantae Magnoliophyta Monocots Asparagales Orchidaceae Corallorhiza,korallrot,korallrot,,2797313
343,Cornicularia normoerica,nordmørslav,1,Cornicularia normoerica,,104592,71669,Cornicularia normoerica,(Gunn.) Du Rietz,species,,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Cornicularia,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Lecanorales Parmeliaceae Cornicularia,nordmørslav,,,5261206
344,Cortinarius cupreorufus,kopperrød slørsopp,1,Cortinarius cupreorufus,,90011,52670,Cortinarius cupreorufus,Brandrud,species,,,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,,,,Fungi Basidiomycota Agaricomycotina Agaricomycetes Agaricomycetidae Agaricales Cortinariaceae Cortinarius,kopperrød slørsopp,koparraud slørsopp,,2529264
345,Corydalis intermedia,lerkespore,3,Corydalis intermedia,,131995,103013,Corydalis intermedia,(L.) Mérat,species,,,Plantae,Magnoliophyta,Eudicots,Ranunculales,Papaveraceae,Corydalis,,,,Plantae Magnoliophyta Eudicots Ranunculales Papaveraceae Corydalis,lerkespore,lerkespore,,5531229
346,Corydalis solida,hagelerkespore,1,Corydalis solida,,132004,103017,Corydalis solida,(L.) Clairv.,species,,,Plantae,Magnoliophyta,Eudicots,Ranunculales,Papaveraceae,Corydalis,,,,Plantae Magnoliophyta Eudicots Ranunculales Papaveraceae Corydalis,hagelerkespore,hagelerkespore,,5334208
347,Corylus avellana,hassel,5,Corylus avellana,,62110,102150,Corylus avellana,L.,species,,,Plantae,Magnoliophyta,Eudicots,Fagales,Betulaceae,Corylus,,,,Plantae Magnoliophyta Eudicots Fagales Betulaceae Corylus,hassel,hassel,,2875979
348,Cotoneaster integerrimus,dvergmispel,6,Cotoneaster integerrimus,,132025,103276,Cotoneaster integerrimus,Medik.,species,,,Plantae,Magnoliophyta,Eudicots,Rosales,Rosaceae,Cotoneaster,,,,Plantae Magnoliophyta Eudicots Rosales Rosaceae Cotoneaster,dvergmispel,dvergmispel,,3025576
349,Crambe maritima,strandkål,2,Crambe maritima,,61134,101174,Crambe maritima,L.,species,,,Plantae,Magnoliophyta,Eudicots,Brassicales,Brassicaceae,Crambe,,,,Plantae Magnoliophyta Eudicots Brassicales Brassicaceae Crambe,strandkål,strandkål,,5373533
350,Crassula aquatica,firling,1,Crassula aquatica,,132042,103579,Crassula aquatica,(L.) Schönland,species,,,Plantae,Magnoliophyta,Eudicots,Saxifragales,Crassulaceae,Crassula,,,,Plantae Magnoliophyta Eudicots Saxifragales Crassulaceae Crassula,firling,firling,,5362059
351,Cratoneuron filicinum,kalkmose,2,Cratoneuron filicinum,,64441,104481,Cratoneuron filicinum,(Hedw.) Spruce,species,,,Plantae,Bryophyta,Bryopsida,Hypnales,Amblystegiaceae,Cratoneuron,,,,Plantae Bryophyta Bryopsida Hypnales Amblystegiaceae Cratoneuron,kalkmose,kalkmose,,2673131
352,Crepis paludosa,sumphaukeskjegg,9,Crepis paludosa,,132068,100540,Crepis paludosa,(L.) Moench,species,,,Plantae,Magnoliophyta,Eudicots,Asterales,Asteraceae,Crepis,,,,Plantae Magnoliophyta Eudicots Asterales Asteraceae Crepis,sumphaukeskjegg,sumphaukeskjegg,,5403296
353,Crepis tectorum,takhaukeskjegg,1,Crepis tectorum,,60504,100544,Crepis tectorum,L.,species,,,Plantae,Magnoliophyta,Eudicots,Asterales,Asteraceae,Crepis,,,,Plantae Magnoliophyta Eudicots Asterales Asteraceae Crepis,takhaukeskjegg,takhaukeskjegg,,5403508
354,Cryptogramma crispa,hestespreng,1,Cryptogramma crispa,,132095,103872,Cryptogramma crispa,(L.) R.Br. ex Hook.,species,,,Plantae,Pteridophyta,Polypodiopsida,Polypodiales,Pteridaceae,Cryptogramma,,,,Plantae Pteridophyta Polypodiopsida Polypodiales Pteridaceae Cryptogramma,hestespreng,hestespreng,,5275447
355,Ctenidium molluscum,kammose,3,Ctenidium molluscum,,64625,104665,Ctenidium molluscum,(Hedw.) Mitt.,species,,,Plantae,Bryophyta,Bryopsida,Hypnales,Hypnaceae,Ctenidium,,,,Plantae Bryophyta Bryopsida Hypnales Hypnaceae Ctenidium,kammose,kammose,,2682534
356,Cypripedium calceolus,marisko,3,Cypripedium calceolus,,59455,99495,Cypripedium calceolus,L.,species,,,Plantae,Magnoliophyta,Monocots,Asparagales,Orchidaceae,Cypripedium,,,,Plantae Magnoliophyta Monocots Asparagales Orchidaceae Cypripedium,marisko,marisko,,2820517
357,Cystopteris fragilis,skjørlok,1,Cystopteris fragilis,,144339,103928,Cystopteris fragilis,(L.) Bernh.,species,,,Plantae,Pteridophyta,Polypodiopsida,Polypodiales,Cystopteridaceae,Cystopteris,,,,Plantae Pteridophyta Polypodiopsida Polypodiales Cystopteridaceae Cystopteris,skjørlok,skjørlok,,2650818
358,Dactylina ramulosa,fingerlav,2,Dactylina ramulosa,,47648,71675,Dactylina ramulosa,(Hook.) Tuck.,species,,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Dactylina,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Lecanorales Parmeliaceae Dactylina,fingerlav,,,5472694
359,Dactylis glomerata,hundegras,15,Dactylis glomerata,,145000,99983,Dactylis glomerata,L.,species,,,Plantae,Magnoliophyta,Monocots,Poales,Poaceae,Dactylis,,,,Plantae Magnoliophyta Monocots Poales Poaceae Dactylis,hundegras,hundegras,,2705308
360,Dactylorhiza incarnata,engmarihand,3,Dactylorhiza incarnata,,144590,99499,Dactylorhiza incarnata,(L.) Soó,species,,,Plantae,Magnoliophyta,Monocots,Asparagales,Orchidaceae,Dactylorhiza,,,,Plantae Magnoliophyta Monocots Asparagales Orchidaceae Dactylorhiza,engmarihand,engmarihand,,8248593
361,Dactylorhiza maculata ssp. fuchsii,skogmarihand,3,Dactylorhiza maculata fuchsii,,132185,143584,Dactylorhiza maculata fuchsii,(Druce) Hyl.,subspecies,,,Plantae,Magnoliophyta,Monocots,Asparagales,Orchidaceae,Dactylorhiza,,,,Plantae Magnoliophyta Monocots Asparagales Orchidaceae Dactylorhiza Dactylorhiza maculata,skogmarihand,skogmarihand,,
362,Dactylorhiza maculata ssp. maculata,flekkmarihand,4,Dactylorhiza maculata maculata,,132188,143585,Dactylorhiza maculata maculata,,subspecies,,,Plantae,Magnoliophyta,Monocots,Asparagales,Orchidaceae,Dactylorhiza,,,,Plantae Magnoliophyta Monocots Asparagales Orchidaceae Dactylorhiza Dactylorhiza maculata,flekkmarihand,flekkmarihand,,7227967
363,Dactylorhiza majalis ssp. lapponica,lappmarihand,1,Dactylorhiza majalis lapponica,,132206,143586,Dactylorhiza majalis lapponica,(Laest. ex Hartm.) H.Sund.,subspecies,,,Plantae,Magnoliophyta,Monocots,Asparagales,Orchidaceae,Dactylorhiza,,,,Plantae Magnoliophyta Monocots Asparagales Orchidaceae Dactylorhiza Dactylorhiza majalis,lappmarihand,lappmarihand,,
364,Danthonia decumbens,knegras,1,Danthonia decumbens,,132230,99986,Danthonia decumbens,(L.) DC.,species,,,Plantae,Magnoliophyta,Monocots,Poales,Poaceae,Danthonia,,,,Plantae Magnoliophyta Monocots Poales Poaceae Danthonia,knegras,knegras,,2703250
365,Daphne mezereum,tysbast,3,Daphne mezereum,,62716,102756,Daphne mezereum,L.,species,,,Plantae,Magnoliophyta,Eudicots,Malvales,Thymelaeaceae,Daphne,,,,Plantae Magnoliophyta Eudicots Malvales Thymelaeaceae Daphne,tysbast,tysbast,,5420852
366,Dermatocarpon miniatum,glatt lærlav,1,Dermatocarpon miniatum,,57953,81980,Dermatocarpon miniatum,(L.) Mann,species,,,Fungi,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Dermatocarpon,,,,Fungi Ascomycota Pezizomycotina Eurotiomycetes Verrucariales Verrucariaceae Dermatocarpon,glatt lærlav,,,5259681
367,Deschampsia alpina,fjellbunke,15,Deschampsia alpina,,132256,99988,Deschampsia alpina,(L.) Roem. & Schult.,species,,,Plantae,Magnoliophyta,Monocots,Poales,Poaceae,Deschampsia,,,,Plantae Magnoliophyta Monocots Poales Poaceae Deschampsia,fjellbunke,fjellbunke,,4144915
368,Deschampsia cespitosa ssp. cespitosa,sølvbunke,45,Deschampsia cespitosa cespitosa,,132272,99990,Deschampsia cespitosa cespitosa,,subspecies,,,Plantae,Magnoliophyta,Monocots,Poales,Poaceae,Deschampsia,,,,Plantae Magnoliophyta Monocots Poales Poaceae Deschampsia Deschampsia cespitosa,sølvbunke,sølvbunke,,7226886
369,Deschampsia cespitosa ssp. glauca,elvebunke,1,Deschampsia cespitosa glauca,,132278,99991,Deschampsia cespitosa glauca,(Hartm.) Hartm.,subspecies,,,Plantae,Magnoliophyta,Monocots,Poales,Poaceae,Deschampsia,,,,Plantae Magnoliophyta Monocots Poales Poaceae Deschampsia Deschampsia cespitosa,elvebunke,elvebunke,,
370,Dianthus superbus,silkenellik,2,Dianthus superbus,,61452,101492,Dianthus superbus,L.,species,,,Plantae,Magnoliophyta,Eudicots,Caryophyllales,Caryophyllaceae,Dianthus,,,,Plantae Magnoliophyta Eudicots Caryophyllales Caryophyllaceae Dianthus,silkenellik,silkenellik,,6363496
371,Diapensia lapponica,fjellpryd,4,Diapensia lapponica,,146099,101766,Diapensia lapponica,L.,species,,,Plantae,Magnoliophyta,Eudicots,Ericales,Diapensiaceae,Diapensia,,,,Plantae Magnoliophyta Eudicots Ericales Diapensiaceae Diapensia,fjellpryd,fjellpryd,,5333323
372,Dichodontium palustre,kildesildremose,3,Dichodontium palustre,,64235,104275,Dichodontium palustre,(Dicks.) M.Stech,species,,,Plantae,Bryophyta,Bryopsida,Dicranales,Rhabdoweisiaceae,Dichodontium,,,,Plantae Bryophyta Bryopsida Dicranales Rhabdoweisiaceae Dichodontium,kildesildremose,kjeldesildremose,,
373,Dicranella heteromalla,smaragdgrøftemose,1,Dicranella heteromalla,,64119,104159,Dicranella heteromalla,(Hedw.) Schimp.,species,,,Plantae,Bryophyta,Bryopsida,Dicranales,Dicranaceae,Dicranella,,,,Plantae Bryophyta Bryopsida Dicranales Dicranaceae Dicranella,smaragdgrøftemose,smaragdgrøftemose,,5281431
374,Dicranodontium denudatum,fleinljåmose,4,Dicranodontium denudatum,,64209,104249,Dicranodontium denudatum,(Brid.) E.Britton,species,,,Plantae,Bryophyta,Bryopsida,Dicranales,Leucobryaceae,Dicranodontium,,,,Plantae Bryophyta Bryopsida Dicranales Leucobryaceae Dicranodontium,fleinljåmose,fleinljåmose,,2675239
375,Dicranum angustum,grassigd,1,Dicranum angustum,,64128,104168,Dicranum angustum,Lindb.,species,,,Plantae,Bryophyta,Bryopsida,Dicranales,Dicranaceae,Dicranum,,,,Plantae Bryophyta Bryopsida Dicranales Dicranaceae Dicranum,grassigd,grassigd,,4278752
376,Dicranum bonjeanii,pjusksigd,4,Dicranum bonjeanii,,64129,104169,Dicranum bonjeanii,De Not.,species,,,Plantae,Bryophyta,Bryopsida,Dicranales,Dicranaceae,Dicranum,,,,Plantae Bryophyta Bryopsida Dicranales Dicranaceae Dicranum,pjusksigd,pjusksigd,,2675482
377,Dicranum drummondii,kjempesigd,1,Dicranum drummondii,,64131,104171,Dicranum drummondii,Müll.Hal.,species,,,Plantae,Bryophyta,Bryopsida,Dicranales,Dicranaceae,Dicranum,,,,Plantae Bryophyta Bryopsida Dicranales Dicranaceae Dicranum,kjempesigd,kjempesigd,,2675458
378,Dicranum fuscescens,bergsigd,29,Dicranum fuscescens,,64137,104177,Dicranum fuscescens,Sm.,species,,,Plantae,Bryophyta,Bryopsida,Dicranales,Dicranaceae,Dicranum,,,,Plantae Bryophyta Bryopsida Dicranales Dicranaceae Dicranum,bergsigd,bergsigd,,2672949
379,Dicranum leioneuron,akssigd,1,Dicranum leioneuron,,64140,104180,Dicranum leioneuron,Kindb.,species,,,Plantae,Bryophyta,Bryopsida,Dicranales,Dicranaceae,Dicranum,,,,Plantae Bryophyta Bryopsida Dicranales Dicranaceae Dicranum,akssigd,akssigd,,2675426
380,Dicranum majus,blanksigd,8,Dicranum majus,,64141,104181,Dicranum majus,Sm.,species,,,Plantae,Bryophyta,Bryopsida,Dicranales,Dicranaceae,Dicranum,,,,Plantae Bryophyta Bryopsida Dicranales Dicranaceae Dicranum,blanksigd,blanksigd,,2675427
381,Dicranum polysetum,krussigd,10,Dicranum polysetum,,64143,104183,Dicranum polysetum,Sw. ex anon.,species,,,Plantae,Bryophyta,Bryopsida,Dicranales,Dicranaceae,Dicranum,,,,Plantae Bryophyta Bryopsida Dicranales Dicranaceae Dicranum,krussigd,krussigd,,2675494
382,Dicranum scoparium,ribbesigd,32,Dicranum scoparium,,64144,104184,Dicranum scoparium,Hedw.,species,,,Plantae,Bryophyta,Bryopsida,Dicranales,Dicranaceae,Dicranum,,,,Plantae Bryophyta Bryopsida Dicranales Dicranaceae Dicranum,ribbesigd,ribbesigd,,2675446
383,Dicranum spurium,rabbesigd,3,Dicranum spurium,,64147,104187,Dicranum spurium,Hedw.,species,,,Plantae,Bryophyta,Bryopsida,Dicranales,Dicranaceae,Dicranum,,,,Plantae Bryophyta Bryopsida Dicranales Dicranaceae Dicranum,rabbesigd,rabbesigd,,2675434
384,Didymodon tophaceus,tungekurlemose,1,Didymodon tophaceus,,64869,104909,Didymodon tophaceus,(Brid.) Lisa,species,,,Plantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,Didymodon,,,,Plantae Bryophyta Bryopsida Pottiales Pottiaceae Didymodon,tungekurlemose,tungekurlemose,,5280231
385,Digitalis purpurea,revebjelle,1,Digitalis purpurea,,62464,102504,Digitalis purpurea,L.,species,,,Plantae,Magnoliophyta,Eudicots,Lamiales,Plantaginaceae,Digitalis,,,,Plantae Magnoliophyta Eudicots Lamiales Plantaginaceae Digitalis,revebjelle,revebjølle,,5414995
386,Dimelaena oreina,,1,Dimelaena oreina,,49539,73566,Dimelaena oreina,(Ach.) Norman,species,,,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Physciaceae,Dimelaena,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Lecanorales Physciaceae Dimelaena,,,,2609294
387,Diphasiastrum alpinum,fjelljamne,4,Diphasiastrum alpinum,,132326,103841,Diphasiastrum alpinum,(L.) Holub,species,,,Plantae,Pteridophyta,Lycopsida,Lycopodiales,Lycopodiaceae,Diphasiastrum,,,,Plantae Pteridophyta Lycopsida Lycopodiales Lycopodiaceae Diphasiastrum,fjelljamne,fjelljamne,,2688420
388,Diplophyllum albicans,stripefoldmose,2,Diplophyllum albicans,,65343,105383,Diplophyllum albicans,(L.) Dumort.,species,,,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Scapaniaceae,Diplophyllum,,,,Plantae Marchantiophyta Jungermanniopsida Jungermanniales Scapaniaceae Diplophyllum,stripefoldmose,stripefoldmose,,5286350
389,Diploschistes gypsaceus,,1,Diploschistes gypsaceus,,53729,77756,Diploschistes gypsaceus,(Ach.) Zahlbr.,species,,,Fungi,Ascomycota,Lecanoromycetes,Ostropales,Thelotremataceae,Diploschistes,,,,Fungi Ascomycota Pezizomycotina Lecanoromycetes Ostropales Thelotremataceae Diploschistes,,,,2602097
390,Distichium capillaceum,puteplanmose,18,Distichium capillaceum,,64160,104200,Distichium capillaceum,(Hedw.) Bruch & Schimp.,species,,,Plantae,Bryophyta,Bryopsida,Dicranales,Ditrichaceae,Distichium,,,,Plantae Bryophyta Bryopsida Dicranales Ditrichaceae Distichium,puteplanmose,puteplanmose,,2675901
391,Ditrichum flexicaule,storbust,8,Ditrichum flexicaule,,64164,104204,Ditrichum flexicaule,(Schwägr.) Hampe,species,,,Plantae,Bryophyta,Bryopsida,Dicranales,Ditrichaceae,Ditrichum,,,,Plantae Bryophyta Bryopsida Dicranales Ditrichaceae Ditrichum,storbust,storbust,,5282360
392,Draba alpina,gullrublom,5,Draba alpina,,61145,101185,Draba alpina,L.,species,,,Plantae,Magnoliophyta,Eudicots,Brassicales,Brassicaceae,Draba,,,,Plantae Magnoliophyta Eudicots Brassicales Brassicaceae Draba,gullrublom,gullrublom,,3049444
393,Draba arctica,melrublom,2,Draba arctica,,144077,101186,Draba arctica,J.Vahl,species,,,Plantae,Magnoliophyta,Eudicots,Brassicales,Brassicaceae,Draba,,,,Plantae Magnoliophyta Eudicots Brassicales Brassicaceae Draba,melrublom,mjølrublom,,3049881
394,Draba corymbosa,puterublom,1,Draba corymbosa,,132411,101192,Draba corymbosa,R.Br. ex DC.,species,,,Plantae,Magnoliophyta,Eudicots,Brassicales,Brassicaceae,Draba,,,,Plantae Magnoliophyta Eudicots Brassicales Brassicaceae Draba,puterublom,puterublom,,3050163
395,Draba fladnizensis,alperublom,1,Draba fladnizensis,,61154,101194,Draba fladnizensis,Wulfen,species,,,Plantae,Magnoliophyta,Eudicots,Brassicales,Brassicaceae,Draba,,,,Plantae Magnoliophyta Eudicots Brassicales Brassicaceae Draba,alperublom,alperublom,,3049571
396,Draba glabella,skredrublom,1,Draba glabella,,132423,101195,Draba glabella,Pursh,species,,,Plantae,Magnoliophyta,Eudicots,Brassicales,Brassicaceae,Draba,,,,Plantae Magnoliophyta Eudicots Brassicales Brassicaceae Draba,skredrublom,skredrublom,,
397,Draba incana,lodnerublom,5,Draba incana,,132430,101198,Draba incana,L.,species,,,Plantae,Magnoliophyta,Eudicots,Brassicales,Brassicaceae,Draba,,,,Plantae Magnoliophyta Eudicots Brassicales Brassicaceae Draba,lodnerublom,lodnerublom,,3049770
398,Draba lactea,lapprublom,1,Draba lactea,,132444,101199,Draba lactea,Adams,species,,,Plantae,Magnoliophyta,Eudicots,Brassicales,Brassicaceae,Draba,,,,Plantae Magnoliophyta Eudicots Brassicales Brassicaceae Draba,lapprublom,lapprublom,,3049757
399,Draba micropetala,polarrublom,3,Draba micropetala,,132447,101200,Draba micropetala,Hook.,species,,,Plantae,Magnoliophyta,Eudicots,Brassicales,Brassicaceae,Draba,,,,Plantae Magnoliophyta Eudicots Brassicales Brassicaceae Draba,polarrublom,polarrublom,,3050148
400,Draba nivalis,snørublom,2,Draba nivalis,,132449,101203,Draba nivalis,Lilj.,species,,,Plantae,Magnoliophyta,Eudicots,Brassicales,Brassicaceae,Draba,,,,Plantae Magnoliophyta Eudicots Brassicales Brassicaceae Draba,snørublom,snørublom,,3049612
401,Draba norvegica,bergrublom,2,Draba norvegica,,144096,101204,Draba norvegica,Gunnerus,species,,,Plantae,Magnoliophyta,Eudicots,Brassicales,Brassicaceae,Draba,,,,Plantae Magnoliophyta Eudicots Brassicales Brassicaceae Draba,bergrublom,bergrublom,,
402,Draba oxycarpa,bleikrublom,1,Draba oxycarpa,,132458,101206,Draba oxycarpa,Sommerf.,species,,,Plantae,Magnoliophyta,Eudicots,Brassicales,Brassicaceae,Draba,,,,Plantae Magnoliophyta Eudicots Brassicales Brassicaceae Draba,bleikrublom,bleikrublom,,3049679
