language_id|majorType_id|name|description
nb|T39|Hard sterkt endret og ny fastmark i langsom suksesjon|Sterkt endret og ny fastmark i langsom suksesjon omfatter blottlagt nakent berg, f.eks. gjennom omfattende inngrep (f.eks. dagbrudd), blokkdeponier (steintipper, vegfyllinger dominert av blokker etc.) og ny mark med sterkt modifiserte eller syntetiske substrater (livsmedier) som er så fast og bestandig at den koloniseres omtrent like raskt som (eller seinere enn) nakent berg. Ettersuksesjonstilstanden forventes ikke nådd i løpet av 150 år. Eksempler på materialer som resulterer i overflater som faller i denne kategorien er aluminium, jern og stål, glass, en del kunststoffer og armert betong.
en|T3|Arctic-alpine heath and lee side|Arctic-alpine heath and lee side includes naturally open ecosystems above or north of the climatic forest limit. Sites below the timberline with environmental conditions that resemble those of arctic-alpine areas (wind-swept ridges, frost-exposed depressions) also belong to this major type. The Arctic-alpine heath and lee side major-type occupies a distinct intermediate position along the topographical ‘ridge-snowbed gradient’, between wind-exposed ridge (T14) which lacks permanent snow cover in winter and snowbed (T7) which is characterised by growing-season reduction due to prolonged snow cover. Dwarf shrubs (Betula nana, Salix spp. and ericaceous species) and lichens characterise the vegetation towards the ridges while herbs, graminoids and bryophytes are typical of lee sides, which border on snowbeds. Like in forest (T4), lime richness and risk of drought are the most important LECs.
nb|T3|Fjellhei, leside og tundra|Fjellhei, leside og tundra omfatter jorddekt fastmark på fastlandet over eller nær skoggrensa og i Arktis, som ikke er sterkt påvirket av frostprosesser (oppfrysing) eller jordflyt. Podsolprofiler forekommer ofte i kalkfattig og intermediær lavalpin fjellhei og leside. Hovedtypen dekker store arealer i lavalpin og til dels også mellomalpin bioklimatisk sone på fastlandet og i mellomarktisk tundrasone på Svalbard. Fjellhei, leside og tundra kjennetegnes ved å ha etablert flerårig vegetasjon, oftest med et karakteristisk innslag av busker og/eller dvergbusker. Hovedtypen inntar et fast intervall i den karakteristiske, topografi-relaterte vegetasjonssoneringen i fjellet, og grenser oppover mot avblåst rabbe som mangler stabilt snødekke om vinteren og derfor er sterkt vindutsatt, nedover mot snøleie der toleranse overfor redusert vekstsesonglengde setter grenser for artenes forekomst. Årsaken til denne soneringen er at snøfordelingen har et karakteristisk mønster som gjentar seg fra år til år. Snødekkevarighet er ikke en viktig vekstbegrensende faktor i T3 Fjellhei, leside og tundra. Denne hovedtypen har samme rolle som normal hovedtype på fastmark over skoggrensa som T4 Fastmarksskogsmark har under skoggrensa, og de samme LKM er viktige. Variasjonen langs uttørkingsfare (UF) er imidlertid mer begrenset i fjellet på grunn av at mangelen på tresjikt og tynnere jordsmonn, som åpner for sterkere vindvirkning; de mest uttørkingsutsatte stedene inntas av rabber og paralleller til den friskeste, ikke kildevannspåvirkete skogsmarka mangler. Leside, som bare finnes i lavalpin bioklimatisk sone, utgjør ‘optimaltypen’ i fjellet, og kombinerer stabilt snødekke, lav uttørkingsfare og lang vekstsesong. Mot overgangen mellom lavalpin og mellomalpin bioklimatisk sone blir forholdene som karakteriserer lesida gradvis ‘skviset ut’ på grunn av økende snødekkevarighet og kortere vekstsesong (se NiN[1] Artikkel 15). Fjellheier med tynt snødekke om vinteren kan stedvis være påvirket av reinbeiting.
en|T40|Strongly altered ground with semi-natural grassland character|Strongly altered ground with semi-natural grassland character comprises surficial soil, gravel, silt, sand or clay deposits (typically belonging to T35) which, after several decades of grazing, hay-making or similar extensive management has developed visual similarity with, and a species composition that contains many species typical of, semi-natural grassland (T32).
nb|T40|Sterkt endret fastmark med preg av semi-naturlig eng|Sterkt endret fastmark med preg av semi-naturlig eng omfatter mark som kombinerer egenskapene ‘sterkt endret mark’, det vil si som er resultatet av planering, utfylling el.l., og et ekstensivt hevdregime, det vil si at marka gjennom forholdsvis lang tid (i hvert fall noen tiår) er slått eller beitet som om det var en semi-naturlig eng og derfor har trekk i artssammensetning og utseende som overfladisk minner om semi-naturlig eng. Denne hovedtypen omfatter arealenheter som ikke er tidligere jordbruksmark og som derfor ikke har en historie som ‘tradisjonell’ beite- eller slåttemark. Dette vises oftest tydelig i artssammensetning, plassering i forhold til omgivelsene (ikke del av gard og ikke omgitt av jordbruksmark), og innhold av objekter (mangel på kulturhistoriske referanser som steingjerder, rydningsrøyser etc.). Sterkt endret fastmark med preg av semi- naturlig eng omfatter utfylte og oppbygde vegkanter og vegskjæringer som slås, men ikke sprøytes, flyplasser, plener som skjøttes som ‘blomsterenger’ etc. Artsrike vegkanter, som for størstedelen tilhører denne hovedtypen, kan huse et stort artsmangfold og være viktige som refugium for arter med optimum i semi-naturlige enger og som nå er i tilbakegang (Auestad et al. 1999, 2011).
en|T41|Agriculturally improved grassland with semi-natural character|Agriculturally improved grassland with semi-natural character comprises old fields, i.e. former fields (T44) and agriculturally improved grassland (T45) that, due to extensive management (livestock grazing, haymaking etc.) for several decades have developed a superficial visual similarity with, and a species composition that contains many species typical of, semi-natural grassland (T32).
nb|T41|Oppdyrket mark med preg av seminaturlig eng|Oppdyrket mark med preg av semi-naturlig eng omfatter sterkt endret jordbruksmark, det vil si arealer som har vært gjenstand for intensiv hevd, men som i forholdsvis lang tid (i hvert fall noen tiår) er slått eller beitet som om det var en semi-naturlig eng og derfor har trekk i artssammensetning og utseende som overfladisk minner om semi-naturlig eng. Denne hovedtypen omfatter jordbruksmark som har en historie som åker eller oppdyrket varig eng, men som av en eller annen grunn, fra et gitt tidspunkt, er omdisponert til ‘tradisjonell’ beite- eller slåttemark. Oppdyrket mark med preg av semi-naturlig eng inngår som del av gard (eller tidligere gard), kan være omgitt av jordbruksmark, og kan inneholde kulturhistoriske referanser som steingjerder, rydningsrøyser etc. Ofte forekommer oppdyrket mark med preg av semi-naturlig eng som lett identifiserbare rektangulære felter i semi-naturlig eng, typisk med en artssammensetning som er mindre artsrik, som mangler mange arter typisk for semi-naturlig eng og/eller med avvikende dominansforhold, f.eks. dominert av arter karakteristisk for tidlige gjengroingsstadier etter opphør av bruk av åker eller oppdyrket varig eng, f.eks. hundekjeks (Anthriscus sylvestris) eller skogstorkenebb (Geranium sylvaticum).
en|T42|Landscaped patch or field|Landscaped patch or field includes flowerbeds and other regularly cultivated ground with bare soil not used for agricultural production.
nb|T42|Sterkt endret, hyppig bearbeidet fastmark med intensivt hevdpreg utenom åker|Sterkt endret, hyppig bearbeidet fastmark med intensivt hevdpreg omfatter mark som kombinerer egenskapene ‘sterkt endret mark’, det vil si som er resultatet av ‘anlegging’ (planering, utfylling etc.), og et intensivt hevdregime med hyppig markbearbeiding, det vil si spavending av jorda, sprøyting, såing etc., men som ikke er jordbruksmark. Definisjonen beskriver ‘åker-liknende arealer’ som ikke brukes til jordbruksproduksjon, det vil si blomsterrabatter, blomsterbed og liknende.
en|T43|Landscaped grassland|Landscaped grassland includes road verges, embankments, lawns, parks and similar artificial, regularly cultivated ground with a continuous grass sward, not used for agricultural production.
nb|T43|Sterkt endret, varig fastmark med intensivt preg|Sterkt endret, varig fastmark med intensivt hevdpreg omfatter mark som kombinerer egenskapene ‘sterkt endret mark’, det vil si som er resultatet av ‘anlegging’ (planering, utfylling etc.), og et intensivt hevdregime uten hyppig markbearbeiding, det vil si at marka gjødsles, sprøytes, tilsås etc., men ikke jevnlig pløyes opp, spa- vendes, el.l. Hovedtypen omfatter ikke jordbruksmark; definisjonen beskriver ‘arealer som likner på varig oppdyrket eng’ men som ikke brukes til jordbruksproduksjon. Typiske eksempler er plener og parker.
en|T44|Arable field|Arable field includes tilled and seeded farmland, typically with monocultures of harvested crops such as cereals, oil-seed plants, legumes and potatoes. Commercial fertiliser, slurry and/or pesticides are often applied. In addition to sown plants, annual weeds occur frequently.
nb|T44|Åker|Åker er fulldyrket mark som er pløyd og tilsådd, oftest også gjødslet og/eller sprøytet, der det dyrkes mat- eller fôrvekster, gjerne i monokultur. Åker omfatter jordbruksmark med intensiv hevd og hyppig markbearbeiding, og har en artssammensetning av ‘ville’ arter som hovedsakelig består av ettårige eller kortlevete ugras.
en|T45|Agriculturally improved grassland|Agriculturally improved grassland includes more or less permanent grassland, managed for fodder production by regular resowing, application of commercial fertiliser, slurry and/or pesticides. Ploughing may be carried out at irregular intervals. A natural flora of perennial and annual weeds typically occurs.
nb|T45|Oppdyrket varig eng|Oppdyrket varig eng omfatter jordbruksmark preget av intensiv hevd uten hyppig markbearbeiding, det vil si at mark som gjødsles, sprøytes, tilsås etc., men ikke jevnlig pløyes opp. Oppdyrket varig eng omfatter dermed innmarksarealer som over lengre tid benyttes til dyrking av grasvekster og som ikke inngår i regelmessig rotasjon med korn eller andre ettårige jordbruksvekster (‘permanent kultureng’; Norderhaug et al. 1999, se også NiN[1] Artikkel 26 for drøfting av engbegreper). Oppdyrket varig eng kan nyttes til beite eller graset kan høstes (slås og tørkes på marka eller hesjes, legges i silo eller pakkes i plast). Oppdyrket varig eng omfatter betydelig variasjon i hevdintensitet, relatert først og fremst til omfanget av sprøyting og gjødsling, samt gjødseltype og måten gjødselen spres.
en|T4|Forest|The forest major type comprises all terrestrial ‘normal variation’ below the alpine and polar forest limits, characterised by trees as structuring species group. Forests are characterised by long-term presence of trees that, at maturity, make up a stand characterised by vertical projection of tree crowns occupying more than 10 % of the area. Clear-cuts are included in the forest major type if replanted or naturally regenerated without delay. Trees are woody plants more than 5 m tall or that may grow to heights of at least 5 m, or, under growth-reducing conditions, more than 2 m. All non-wetland terrestrial land which meets these criteria, except alluvial forests which make up a major type on its own (T30), is included in the forest (T4) major type. Semi-natural and strongly altered land that meets the demand of forests for tree stand density are, by definition, not included in the concept of forest but in NiN characterised as woodland and included in the respective major types. Lime richness and risk of drought are most important LECs in this major type.
nb|T4|Fastmarksskogsmark|Fastmarksskogsmark omfatter alle fastmarksarealer som tilfredsstiller skogsmarksdefinisjonen og som ikke påvirkes av flom. Skogsmark er naturlig mark som er sterkt preget av langvarig innflytelse fra trær og som ved et gitt tidspunkt er tresatt eller som i nær fortid har vært og i nær framtid forventes igjen å være tresatt. Mark der gjentatte forstyrrelser, inngrep eller liknende over lengre tid har forhindret utvikling av ny tresatt mark er ikke skogsmark. Fastmarksskogsmark omfatter nesten all skogsmark på fastmark i Norge, og dekker dermed størstedelen av landarealet under skoggrensa. Skogbruksaktivitet og annen bruk gir opphav til stor variasjon langs tilstandsøkokliner og i objektinnhold. Skogsmarksøkosystemets strukturkompleksitet (sjiktning, forekomst av livsmedier på levende og død ved etc.) gjør at det huser en betydelig andel av organismemangfoldet i Norge. Mange arter er spesifikt knyttet til fastmarksskogsmark.
en|T5|Cave and overhang|Cave and overhang include the variation from overhangs, i.e. rock walls with inclination > 90°, to deep caves. An overhang becomes a cave when the cavity is five or more metres deep. Caves are formed by chemical weathering of limestone or coastal processes like wave erosion. LEC cave-induced sheltering expresses the gradual fading of light and stabilisation of environmental conditions such as temperature and moisture with increasing distance from the cave entrance. Caves may harbour specialised organisms.
nb|T5|Grotte og overheng|"Ei grotte (hule) er et naturlig hulrom i fjell under jordoverflata, som er stor nok til at et menneske kan komme seg inn og lang nok til at deler av den aldri opplyses av dagslys. Grotter utmerker seg blant natursystemer på ikke jorddekt mark med svært spesielle leveforhold for organismer. De fleste forekomster av dype grotter er knyttet til kalksteinsforekomster (kalkgrotter). Kalkgrotter oppstår ved at vann som er rikt på oppløst karbondioksid over lang tid forårsaker kjemisk forvitring av kalksteinen. Forvitringen starter gjerne i sprekker, og gjør at eksisterende hulrom i kalksteinen utvider seg. I løpet av flere tusen år kan komplekse underjordiske dreneringssystemer utvikle seg, blant annet med underjordiske elveløp, dryppsteiner, kalktuffer og andre landformer. På steder med spesielle forhold finnes spektakulære dryppsteinsstrukturer (stalaktitter, istapp-liknende former fra huletaket dannet av utfelt kalkstein, og stalagmitter, tilsvarende former stående på hulebunnen).\n\tI Norge finnes en konsentrasjon av grotter i Nordland (og i Rana spesielt), men grotte forekommer spredt over hele landet. Utenfor kalkområdene finnes grotte først og fremst i kystnære områder, formet av bølgevirkning over svært lang tid (for eksempel hullet i Torghatten, Brønnøy, Nordland), men grotter kan også være formet av elver, f.eks. som del av jettegrytesystemer.\n\tOverheng har en artssammensetning som er tydelig forskjellig fra, og langt mer artsfattig enn, artssammensetningen på bergvegg (≤ 90 ° helning). Til dels er overheng begynnelsen på en artsuttynningsgradient, men overheng huser også arter som normalt ikke finnes på bergvegg, f.eks. klippepulverlav (Chrysothrix chlorina). Artsinventaret tynnes gradvis ut innover i grotta. "
en|T6|Rocky shore|The rocky shore major type comprises bare rock in the geolittoral belt and supralittoral belts of the tidal belt, distinctly influenced by sea salt. The lower limit of T6 is the limit between the marine seabed (M) and terrestrial (T) major-type groups, indicated by the shift from dominance by saltwater-adapted organisms (e.g. the barnacle Semibalanus balanoides and the winkle Littorina littorea) to dominance by terrestrial organisms, typically the lichen Verrucaria maura. Upwards, the rocky shore major type (T6) extends as far as the vegetation retains a prominent signal from salt-tolerant or salt-preferring species and lacks species with low tolerance for sea-salt spray (e.g. ericaceous species). Salt-tolerant mosses and lichens may occur. Patches of salt-tolerant vascular plants, which may occupy crevices, represent mosaic elements of tidal salt meadow (T12) in a rocky shore matrix.
nb|T6|Strandberg|Strandberg omfatter fast bunn (bunn som er stabil også ved sterkt bølgeslag og sterk strøm, det vil si blokkdominert bunn og fast fjell) ovenfor grensa mellom saltvannssystemer og fastmarkssystemer, som på fast mark/bunn trekkes ved øvre grense for dominans av fjærerur (Semibalanus balanoides) og vanlig strandsnegl (Littorina littorea) på den siden og nedre grense for den svarte laven marebek (Verrucaria maura) på den andre siden. Denne biologiske grensa mellom saltvannstilknyttete arter og landtilknyttete arter ligger nær øvre flomål (Du Rietz 1947, Sjörs 1967, Rueness 1998, Fredriksen & Throndsen 2001), altså nær grensa mellom øvre landstrand og bølgeslagsbeltet [nedre og midtre supralitoralbeltet; dvs. mellom trinnene TV∙h og TV∙i langs tørrleggingsvarighet (TV)]. Oppover strekker strandberg seg så langt som det er distinkt innslag av salttolerante eller saltpreferende arter i artssammensetningen, ei grense som markerer overgangen mellom bølgesprutbeltet og ‘saltstøvbeltet’ (Køie & Kristiansen 2000). Strandberg kan flekkvis huse karplanter, men berg uten sprekker eller andre steder hvor planter kan få fotfeste, kan mangle karplantevegetasjon over større områder. Strandberg dekker oftest små arealer, men kan på svært værutsatte steder ha betydelig lineær og vertikal utstrekning (og strekke seg flere titalls meter innover land.
en|T7|Snowbed|Snowbeds occupy the lower part of the topographical ‘ridge-snowbed gradient’ in alpine and arctic areas, as a result of recurrent prevailing wind direction and snow distribution patterns over years. Snowbeds are characterised by a combination of shortened growing seasons due to prolonged snow cover and, at the same time, shelter against low temperatures and wind abrasion during winter. The variation in snowbeds ranges from moderate snowbeds (facing lee sides) via late and extreme snowbeds to vegetation-free snowbeds where the snow does not melt every year. Lime-richness and water supply are other important LECs in this major type.
nb|T7|Snøleie|Snøleie omfatter jorddekt fastmark med etablert vegetasjon, på fastlandet over eller nær skoggrensa og i Arktis. Snøleie kjennetegnes først og fremst ved at langvarig snødekke begrenser vekstsesongens lengde. Solifluksjon (jordflyt) er vanlig og øker i intensitet med økende snødekkevarighet. Med unntak for dvergvier-artene spiller vedaktige planter en underordnet rolle mens urter, grasvekster og moser kan dominere. Snøleiene favner stor variasjon i artssammensetning, fra artsrike, grashei- eller engpregete moderate snøleier gjennom en artsuttynningsgradient der først karplanter faller ut, deretter moser og lav. Endetrinnet innenfor snøleiene er vegetasjonsfrie grussnøleier som ikke smelter fram i alle år. Snøleier dekker store arealer i lavalpin og mellomalpin bioklimatisk sone og i mellomarktisk tundrasone på Svalbard, og forekommer også i høgalpin sone og det nordarktiske tundrabeltet. Arealandelen av snøleier øker fra kontinentale mot oseaniske områder.
en|T8|Bird-cliff meadow|Bird-cliff meadow comprises naturally open (treeless), graminoid- or herb-dominated sites manured by birds, typically found on slopes underneath or adjacent to bird cliffs along the western and northern coast of Norway. Bird-cliff meadows receive high nitrogen and phosphorus supplies and are typically dominated by nitrophilous species. At intermediate levels of natural manuring, bird-cliff meadows are highly productive, while productivity as well as species richness decreases towards supraoptimal nutrient concentrations. This major type also includes bird-perching tops, which are found in open, elevated sites in the landscape where birds rest, sit watching and leave excrements behind.
nb|T8|Fuglefjell-eng og fugletopp|"Naturtypebegrepet fuglefjell-eng inkluderer åpne engpregete områder (det vil si områder med jordsmonn) med en artssammensetning som er preget av regelmessig fuglegjødsling. Fuglefjell-enger har få eller ingen eksklusive plantearter, og floraen er vanligvis fattig både på karplante- og mosearter. Dette skyldes at mange engarter ikke tåler de høye nitrogen- og/eller fosforkonsentrasjonene som fuglegjødslingen medfører (jf. Grønlie 1948). Fuglefjell-engene er likevel ofte særdeles frodige fordi de få artene som tåler dette spesielle miljøet evner å utnytte den høye tilgangen på nitrogennæring til høy produksjon. Normalt akkumuleres ikke organisk materiale i fuglefjell-eng fordi nedbrytningen er rask. \n\tMest typisk finnes fuglefjell-eng i skråninger mellom, under eller i mosaikk med fugleberg. Innenfor områder med fuglefjell-eng finnes også gjerne en mosaikk av ulike utforminger, som resultat av romlig variasjon i mengden gjødsel som blir tilført og lokal forekomst av mer eller mindre konsentrerte kildevannsframspring. \n\tFuglefjelleng-liknende natur forekommer også som større eller mindre flekker (fra noen hundre m2 ned til under 1 m2) utenfor fuglefjell, i arealenheter av andre natursystem-hovedtyper, f.eks. i kystlynghei i nærheten av fuglefjell. Ofte forekommer sånne flekker på toppunkter i terrenget (‘fugletopper’) der fugler ofte slår seg ned. Mens fuglefjell-engene er engpregete systemer i skråninger, er fugletoppene ofte omgitt av hei. Fuglefjell-engene og fugletoppene har imidlertid mange arter felles, og er betinget av samme dLKM, naturlig gjødsling. De er derfor samlet i én natursystem-hovedtype.\n\tPolarskjørbuksurt (Cochlearia groenlandica) og fjellsyre (Oxyria digyna) er arter som danne énartsbestander i de sterkest gjødslete delene av arktiske fuglefjell-enger. Rødsvingel (Festuca rubra) er trolig den viktigste arten i fuglefjell-eng på fastlandet (Bilde 3, 4, 7). På Svalbard er fuglefjellene viktige for polarrevens mattilgang. En god del insektarter, blant andre noen sommerfuglarter, forekommer på Svalbard bare under fuglefjell, som der utgjør varme og høyproduktive eksklaver (utposter) av miljøforhold som ellers bare finner lenger sør. \n\tDe typiske fuglefjell-engene er fattige på moser, som generelt disfavoriseres i forhold til karplanter når næringstilgangen blir svært stor (eller grasvegetasjonen svært tett; se Bilde 4). Men ved svært lave temperaturer endrer dette seg, slik at det kan utvikles en mosetundra til erstatning for fuglefjell-eng under fuglebergene (se avgrensningskommentar mellom fuglefjell-eng og mosetundra)."
en|T9|Moss tundra|Moss tundra includes moss-dominated land on permafrost in the Arctic, more or less influenced by lightly manuring by birds and/or Svalbard reindeer. Typically, moss tundra has a continuous layer of large, relatively fast-growing mosses that grow directly on top of permafrost layers. Moss tundra often occurs on slopes adjacent to bird cliffs.
nb|T9|Mosetundra|Mosetundra omfatter særpreget arktisk natur som er betinget av kombinasjonen av permafrost og naturlig gjødsling. Mosetundra kjennetegnes ved sammenhengende matter av store, relativt hurtigvoksende moser som ligger direkte på et permafrostlag 20–40 cm under moseoverflata, og som, i motsetning til våtmarkssystemer, mangler et fritt grunnvannsspeil i det aktive laget. Mosetundra er et torvdannende system (IO∙0a som dLKM). Mosetundra gjødsles vanligvis av fugl, men på Svalbard finnes dessuten en spesiell type mosetundra på steder med høy tetthet av stasjonær svalbardrein. Den mest typiske mosetundraen finnes i skråninger med 5–30° helning under (større) fuglefjell i den nordarktiske bioklimatiske sonen på Svalbard.
en|V10|Semi-natural wet meadow|Semi-natural wet meadow comprises graminoid-dominated land more or less without peat formation, shaped by livestock grazing and/or haymaking. Semi-natural wet meadows are most often found on periodically flooded river or stream banks or along lakes. While formerly used for hay-making and/or grazing, semi-natural wet meadows are now, with few exceptions, either abandoned or used as pastures. The vegetation is dominated by graminoids and herbs and the bottom layer is poorly developed.
nb|V10|Semi-naturlig våteng|Semi-naturlig våteng omfatter semi-naturlig mark (HI∙bcde) med grunnvannsspeil som det meste av året står høyt nok til at definisjonen av våtmark er tilfredsstilt, og som mangler torvproduksjon (IO∙0a). Semi-naturlige våtenger er først og fremst knyttet til flomsonen langs bekker og elver (samt innsjøer); mark som kan ha vært T30 Flomskogsmark, V2 Myrskogsmark eller kanskje aller helst, V8 Strandsumpskogsmark, for eksempel dominert av svartor (Alnus glutinosa) eller vier-arter (Salix spp.), før hevden tok til. Semi-naturlig våteng som ikke tilføres kildevann betinges i de fleste tilfeller av tilførsel av innsjøvann (VT∙a), men kan også være betinget av jordvannstilførsel (VT∙0) eller elvevannstilførsel (VT∙b). Feltsjiktet varierer fra relativt artsfattig til artsrikt, er relativt tett, lavvokst til middels høyt og dominert av urter og grasvekster. Bunnsjikt mangler eller er svært sparsomt utviklet, til forskjell fra semi-naturlig myr. Semi-naturlige våtenger har vært i bruk som slåttemark og som beitemark, men i likhet med V9 Semi-naturlig myr opphørte bruken som slåttemark før 1950. De gode fuktighetsforholdene gjør at gjengroingen går rask og semi-naturlige slåtte-våtenger er derfor, i den grad de fortsatt kan identifiseres på grunnlag av observerbare egenskaper, nær ettersuksesjonsstadiet av skogsmark. V10 Semi-naturlig våteng i bruk finnes derfor nå først og fremst i form av beitemark. Høyt beitetrykk kan gi marka i beitevåtenger et sterkt preg av tråkk, slik at disse i våte perioder blir svært ‘gjørmete’ og ‘tuete’.
en|V11|Peat quarry|Peat quarries are mires (fens or bogs) subjected to harvesting of the upper peat layer for use as fuel or soil improvement. The surface of peat quarries therefore consists of exposed, old peat. Peat extraction sites are often recognized as rectangular pits with more or less straight edges. Water-filled peat quarries belong to the excavated freshwater sediment major-type (L8).
nb|V11|Torvtak|Torvtak er V1 Åpen jordvannsmyr eller V3 nedbørsmyr der de øvre torvlagene er høstet, f.eks. til torvstrøproduksjon eller til bruk som brenntorv, slik at naken torv blir eksponert. Torvtekt kan gjøres på mange ulike måter; en metode som tidligere var vanlig brukt var at torv ble skåret i lange, dype striper som ofte endte opp som dype vassfylte gjøler, som alternerte med striper med intakt myroverflate. Nå høstes vanligvis torv over større sammenhengende områder, lag for lag. Torv er et organisk materiale. Når naken torv eksponeres for suksesjon, finner en rask suksesjon (se NiN[2] Artikkel 1, kapittel B3j) sted. Tidlige suksesjonsfaser på torvtak karakteriseres av stor grad av tilfeldighet i immigrasjonsrekkefølgen.
en|V12|Drained mire|Drained mire comprises fens and bogs drained (ditched) for agricultural or forestry purposes, but that have not (yet) been fully terrestrialised and therefore still belongs to the wetland major-type group.
nb|V12|Grøftet torvmark|"Grøftet torvmark (SX∙n) omfatter irreversibelt drenerte våtmarkssystemer på torvmark (først og fremst åpne myrer, men også kilder), der dreneringen har ført til vesentlig endring i artssammensetning og større likhet med en annen våtmarks-hovedtype enn den som fantes på stedet før inngrepet ble gjort. Dersom grøfting følges opp med grøfterensk og liknende vedlikeholdstiltak, går en grøftet torvmark inn i en irreversibel torvnedbrytningsfase. Etter lengre tid kan systemet gå inn i en tilstand der marka ikke lenger oversvømmes eller har et grunnvannsspeil tilstrekkelig nær markoverflaten til å betinge forekomst av organismer som er tilpasset liv under vannmettete forhold, det vil si en tilstand der det ikke lengre tilfredsstiller definisjonen av våtmark. Slike områder vil likevel i lang tid beholde et umiskjennelig preg av tidligere torvmark, både ved forekomsten av dyp, omdannet torvjord, grøfter og, til dels, ved at en del av våtmarkenes artssammensetning fortsatt overlever som restpopulasjoner.\n\tAv disse grunnene, men også av hensyn til arealstatistikk, blir irreversibelt modifisert våtmark oppfattet som egen natursystem-hovedtype i NiN, innenfor våtmarkssystemer, inntil endringene har gått så langt at en ettersuksesjonstilstand av et funksjonelt fastmarkssystem eventuelt er utviklet."
en|V13|Artificial wetland|Artificial wetland includes new wetland originating by paludification of previous non-wetland sites by human intervention, e.g. road construction.
nb|V13|Ny våtmark|Ny våtmark omfatter våtmarkssystemer som har oppstått gjennom irreversibelt inngrep på mark som ikke tidligere var våtmark. Ny våtmark kan oppstå når grunnvannsnivået i et område endres, for eksempel ved permanentoppdemmingellernedtappingavinnsjøer,ettertørrleggingavelveleier,vedveibyggingetc. Ny våtmark kan også oppstå ved forsumping når dreneringssystemene på åkerland som er oppdyrket ved drenering av tidligere våtmark ikke lenger holdes i hevd og dreneringssystemet kollapser. Ny våtmark dekker vanligvis små arealer.
en|V1|Open fen|Open fen comprises all open (treeless) mires that, in addition to rainwater, is supplied with minerogenous (geogenous) water, i.e. water that has been in contact with mineral soil. Peat-forming Sphagnum species dominate the ground layer in lime-poor or intermediately lime-rich fens while mosses other than Sphagnum (‘brown mosses’) dominate in lime-rich fens. Other important LECs are duration of period without inundation (inversely related to depth from the ground surface to the water-table), which expresses variation from carpets via lawns to hummocks, the variation from mire margin to mire expanse, and the variation in strength of springwater character of the supplied water, separating spring fens from other open fens.
nb|V1|Åpen jordvannsmyr|Åpen jordvannsmyr er den eneste åpne, normale hovedtypen innenfor våtmarkssystemer, og omfatter all åpen våtmark med jordvannstilførsel [vanntilførsel (VT) normalklasse VT∙0] der ingen sLKM har vesentlig effekt på artssammensetningen. Åpen jordvannsmyr tilfredsstiller myrdefinisjonen (torvmark der torvakkumulering pågår og mark med grunnere torv enn de 30 cm torvmarksdefinisjonen krever og der artssammensetningen er dominert av ’myrarter’; unntatt mark som faller inn under definisjonene av kilde eller mosetundra) og IO∙b¤ er derfor normaltrinn langs innhold av organisk materiale (IO) i våtmarkssystemer. Marka i åpen jordvannsmyr er bygd opp av ufullstendig nedbrutt plantemateriale som er produsert på stedet gjennom tusener av år, og er et svært særpreget natursystem. Også flytetorv langs innsjøer inngår i natursystem-hovedtypen åpen jordvannsmyr. Åpen jordvannsmyr kan dominere større områder eller inngå som større eller mindre deler av våtmarksmassiv, f.eks. som lagg langs kanten av høgmyrer.
en|V2|Mire and swamp forest|Mire and swamp forest comprises wetland forest (see T4 for definition of forest) supplied with minerogenous (geogenous) water. Important LECs are lime richness, duration of period without inundation and strength of spring-water character of the supplied water.
nb|V2|Myr- og sumpskogsmark|"Myr- og sumpskogsmark med jordvanntilførsel er den eneste normale skogsmarkshovedtypen innenfor våtmarkssystemer, og omfatter all skogsmark i våtmark med alminnelig jordvannstilførsel [vanntilførsel (VT) normalklasse VT∙0]. Innenfor hovedtypen er det en tendens til at torvakkumuleringen avtar med tøkende kalkinnhold (KA), slik at kalkrike (KA∙3) matter (TV∙1) typisk har løsbunnpreg (TE∙2)."
en|V3|Bog|Bog comprises all mires in which the uppermost peat layer is exclusively supplied with ombrogenous water (rainwater). Bog peat is inherently nutrient-poor and the main gradient in species composition is related to duration of period without inundation (inversely related to depth from the ground surface to the water-table), which expresses variation from carpets via lawns to hummocks. Furthermore, a gradient from mire margin to mire expanse is recognised. The bog major type also includes sites with a tree layer that satisfies the definition of forest (more than 10 \% of the area within the vertical projection of tree crowns).
